station,name,date,latitude,longitude,elevation,precipitation
CA001101158,BURNABY SIMON FRASER U,2016-10-23,49.2833,-122.9167,366.0,2.2
CA001101158,BURNABY SIMON FRASER U,2016-10-24,49.2833,-122.9167,366.0,3.0
CA001101158,BURNABY SIMON FRASER U,2016-10-25,49.2833,-122.9167,366.0,0.4
CA001101158,BURNABY SIMON FRASER U,2016-10-26,49.2833,-122.9167,366.0,4.0
CA001101158,BURNABY SIMON FRASER U,2016-10-28,49.2833,-122.9167,366.0,0.4
CA001101158,BURNABY SIMON FRASER U,2016-10-29,49.2833,-122.9167,366.0,0.6
CA001101158,BURNABY SIMON FRASER U,2016-10-31,49.2833,-122.9167,366.0,0.0
CA001101158,BURNABY SIMON FRASER U,2016-11-01,49.2833,-122.9167,366.0,32.0
CA001101158,BURNABY SIMON FRASER U,2016-11-02,49.2833,-122.9167,366.0,24.0
CA001101158,BURNABY SIMON FRASER U,2016-11-03,49.2833,-122.9167,366.0,1.0
CA001101158,BURNABY SIMON FRASER U,2016-11-08,49.2833,-122.9167,366.0,0.0
CA001101158,BURNABY SIMON FRASER U,2016-11-09,49.2833,-122.9167,366.0,4.4
CA001101158,BURNABY SIMON FRASER U,2016-11-10,49.2833,-122.9167,366.0,0.0
CA001101158,BURNABY SIMON FRASER U,2016-11-11,49.2833,-122.9167,366.0,9.0
CA001101158,BURNABY SIMON FRASER U,2016-11-12,49.2833,-122.9167,366.0,5.4
CA001101158,BURNABY SIMON FRASER U,2016-11-13,49.2833,-122.9167,366.0,24.4
CA001101158,BURNABY SIMON FRASER U,2016-11-14,49.2833,-122.9167,366.0,4.0
CA001101158,BURNABY SIMON FRASER U,2016-11-15,49.2833,-122.9167,366.0,3.0
CA001101158,BURNABY SIMON FRASER U,2016-11-16,49.2833,-122.9167,366.0,12.5
CA001101158,BURNABY SIMON FRASER U,2016-11-17,49.2833,-122.9167,366.0,2.2
CA001101158,BURNABY SIMON FRASER U,2016-11-18,49.2833,-122.9167,366.0,1.6
CA001101158,BURNABY SIMON FRASER U,2016-11-19,49.2833,-122.9167,366.0,2.2
CA001101158,BURNABY SIMON FRASER U,2016-11-20,49.2833,-122.9167,366.0,9.2
CA001101158,BURNABY SIMON FRASER U,2016-11-30,49.2833,-122.9167,366.0,0.0
CA001101158,BURNABY SIMON FRASER U,2016-12-01,49.2833,-122.9167,366.0,20.2
CA001101158,BURNABY SIMON FRASER U,2016-12-02,49.2833,-122.9167,366.0,20.6
CA001101158,BURNABY SIMON FRASER U,2016-12-03,49.2833,-122.9167,366.0,4.4
CA001101158,BURNABY SIMON FRASER U,2016-12-04,49.2833,-122.9167,366.0,13.0
CA001101158,BURNABY SIMON FRASER U,2016-12-05,49.2833,-122.9167,366.0,73.0
CA001101158,BURNABY SIMON FRASER U,2016-12-06,49.2833,-122.9167,366.0,0.0
CA001101158,BURNABY SIMON FRASER U,2016-12-07,49.2833,-122.9167,366.0,0.0
CA001101158,BURNABY SIMON FRASER U,2016-12-10,49.2833,-122.9167,366.0,2.0
CA001101158,BURNABY SIMON FRASER U,2016-12-11,49.2833,-122.9167,366.0,26.0
CA001101158,BURNABY SIMON FRASER U,2016-12-12,49.2833,-122.9167,366.0,5.4
CA001101158,BURNABY SIMON FRASER U,2016-12-13,49.2833,-122.9167,366.0,0.0
CA001101158,BURNABY SIMON FRASER U,2016-12-14,49.2833,-122.9167,366.0,0.0
CA001101158,BURNABY SIMON FRASER U,2016-12-15,49.2833,-122.9167,366.0,0.0
CA001101158,BURNABY SIMON FRASER U,2016-12-17,49.2833,-122.9167,366.0,2.0
CA001101158,BURNABY SIMON FRASER U,2016-12-18,49.2833,-122.9167,366.0,18.0
CA001101158,BURNABY SIMON FRASER U,2016-12-30,49.2833,-122.9167,366.0,0.0
CA003031092,CALGARY INTL A,2016-01-01,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-02,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-03,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-04,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-05,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-06,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-07,51.1167,-114.0167,1084.0,3.2
CA003031092,CALGARY INTL A,2016-01-08,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-09,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-10,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-11,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-12,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-13,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-14,51.1167,-114.0167,1084.0,0.4
CA003031092,CALGARY INTL A,2016-01-15,51.1167,-114.0167,1084.0,1.7
CA003031092,CALGARY INTL A,2016-01-16,51.1167,-114.0167,1084.0,1.0
CA003031092,CALGARY INTL A,2016-01-17,51.1167,-114.0167,1084.0,0.2
CA003031092,CALGARY INTL A,2016-01-18,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-19,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-20,51.1167,-114.0167,1084.0,0.2
CA003031092,CALGARY INTL A,2016-01-21,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-22,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-23,51.1167,-114.0167,1084.0,0.2
CA003031092,CALGARY INTL A,2016-01-24,51.1167,-114.0167,1084.0,5.2
CA003031092,CALGARY INTL A,2016-01-25,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-26,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-27,51.1167,-114.0167,1084.0,0.0
CA003031092,CALGARY INTL A,2016-01-28,51.1167,-114.0167,1084.0,0.0
